month,week_of_month,day_of_week,make,accident_area,month_claimed,week_of_month_claimed,day_of_week_claimed,year,weeks_past,is_holidayweek_claim,sex,marital_status,fault,vehicle_category,vehicle_price,rep_number,deductible,driver_rating,days_policy-accident,days_policy-claim,past_number_of_claims,age_of_vehicle,age_of_policy-holder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change-claim,number_of_cars,base_policy,class
jun,2,wednesday,chevrolet,urban,jun,2,wed,1996,0,0,male,married,third-party,sedan,30<=X<=39,2,400,3,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,3<=X<=5,none,<3,collision,legal
may,2,tuesday,chevrolet,urban,may,2,thu,1996,0,0,male,single,policy-holder,sedan,30<=X<=39,12,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
may,2,monday,chevrolet,urban,may,2,mon,1996,0,0,female,single,third-party,sedan,20<=X<=29,13,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
mar,1,saturday,pontiac,urban,mar,3,mon,1996,2,0,male,married,policy-holder,sport,20<=X<=29,5,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,liability,legal
dec,5,wednesday,vW,urban,jan,1,mon,1996,1,1,male,single,third-party,sedan,40<=X<=59,10,400,2,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,3<=X<=4,all-perils,legal
dec,4,wednesday,mazda,urban,dec,4,wed,1996,0,0,male,single,policy-holder,sport,20<=X<=29,2,400,1,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
apr,2,thursday,honda,rural,apr,3,mon,1996,1,0,male,married,policy-holder,sedan,30<=X<=39,2,400,3,>30,>30,one,8,51<=X<=65,yes,yes,internal,>5,none,<3,collision,legal
jun,2,thursday,toyota,urban,jun,2,mon,1996,0,0,male,married,policy-holder,sport,20<=X<=29,3,400,4,>30,>30,>4,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jun,2,wednesday,pontiac,urban,jun,2,thu,1996,0,0,male,married,policy-holder,sport,20<=X<=29,2,400,4,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,>5,none,<3,liability,legal
oct,4,friday,dodge,urban,oct,5,mon,1996,1,0,male,married,policy-holder,sport,30<=X<=39,15,400,4,>30,>30,>4,8,51<=X<=65,no,no,external,none,none,<3,liability,legal
oct,4,monday,chevrolet,urban,oct,4,mon,1996,0,0,female,single,policy-holder,sport,30<=X<=39,7,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
may,5,wednesday,pontiac,urban,jun,1,tue,1996,1,0,male,married,third-party,sedan,20<=X<=29,9,400,2,>30,>30,one,8,36<=X<=40,no,no,external,none,none,<3,collision,legal
oct,5,saturday,honda,urban,nov,4,tue,1996,4,0,male,single,third-party,sport,20<=X<=29,12,400,4,>30,>30,one,8,36<=X<=40,no,no,external,>5,none,<3,liability,legal
oct,5,saturday,mazda,urban,nov,1,fri,1996,1,0,female,single,policy-holder,sport,20<=X<=29,6,400,2,>30,>30,2<=X<=4,4-Jan,26<=X<=30,no,no,external,1<=X<=2,none,<3,liability,legal
jul,4,friday,honda,rural,aug,2,mon,1996,3,0,male,single,policy-holder,sedan,>69,5,400,3,>30,>30,none,4-Jan,16<=X<=17,no,no,external,none,none,<3,collision,legal
feb,2,sunday,ford,urban,feb,3,fri,1996,1,0,male,single,policy-holder,sedan,40<=X<=59,4,400,3,>30,>30,>4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
feb,3,monday,mazda,urban,feb,4,fri,1996,1,1,male,married,policy-holder,sedan,20<=X<=29,5,400,2,>30,>30,one,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
may,3,sunday,chevrolet,urban,may,3,tue,1996,0,0,male,married,policy-holder,sedan,>69,16,400,2,>30,>30,one,4-Jan,41<=X<=50,no,no,external,none,none,<3,collision,legal
may,2,sunday,toyota,rural,aug,4,fri,1996,17,0,male,single,policy-holder,sedan,<20,13,400,4,>30,>30,none,7,31<=X<=35,no,no,external,>5,4<=X<=8,<3,all-perils,legal
jul,2,saturday,pontiac,urban,jul,2,mon,1996,0,0,male,single,policy-holder,sport,30<=X<=39,1,400,4,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
jun,3,monday,pontiac,urban,jun,5,tue,1996,2,0,female,married,policy-holder,sport,20<=X<=29,8,400,4,>30,>30,none,7,41<=X<=50,no,no,external,>5,none,<3,liability,legal
jun,2,saturday,honda,rural,jul,3,wed,1996,6,0,male,married,policy-holder,sedan,<20,14,400,2,>30,>30,one,6,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
sep,4,friday,honda,urban,sep,4,mon,1996,0,0,male,married,third-party,sport,20<=X<=29,4,400,1,>30,>30,one,5,31<=X<=35,no,no,external,none,none,<3,liability,legal
sep,4,sunday,pontiac,urban,sep,4,mon,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,11,400,3,>30,>30,>4,5,31<=X<=35,no,no,external,>5,none,<3,collision,legal
sep,4,wednesday,toyota,urban,sep,4,thu,1996,0,0,male,single,policy-holder,sport,20<=X<=29,6,700,4,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,2<=X<=3,<3,liability,legal
nov,4,thursday,pontiac,urban,nov,4,fri,1996,0,0,male,single,third-party,sedan,30<=X<=39,15,400,3,15<=X<=30,15<=X<=30,>4,4-Jan,26<=X<=30,no,no,external,none,one,<3,collision,legal
mar,3,wednesday,mazda,urban,mar,3,wed,1996,0,0,male,single,policy-holder,sport,20<=X<=29,1,400,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
mar,3,thursday,chevrolet,urban,mar,4,tue,1996,1,0,male,married,third-party,sedan,30<=X<=39,2,400,2,>30,>30,none,8,51<=X<=65,no,no,external,>5,none,<3,collision,legal
feb,3,monday,pontiac,urban,mar,3,thu,1996,5,0,male,married,policy-holder,sport,40<=X<=59,12,400,2,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
jun,1,thursday,honda,urban,jun,1,fri,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,3,400,1,>30,>30,one,7,41<=X<=50,no,no,external,1<=X<=2,none,<3,collision,fraud
apr,1,thursday,pontiac,urban,apr,2,mon,1996,1,0,male,married,policy-holder,sport,30<=X<=39,11,400,3,>30,>30,none,8,36<=X<=40,no,no,external,>5,none,<3,liability,legal
may,2,monday,ford,urban,may,2,tue,1996,0,0,female,single,policy-holder,sedan,30<=X<=39,13,400,4,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
jun,1,monday,mercury,rural,jun,1,tue,1996,0,0,male,married,policy-holder,sedan,>69,13,400,3,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
jun,1,monday,honda,urban,jun,1,mon,1996,0,0,male,married,policy-holder,sport,>69,8,400,4,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
jul,1,sunday,toyota,urban,jul,1,wed,1996,0,0,female,married,policy-holder,sedan,20<=X<=29,11,400,4,>30,>30,none,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
jun,5,friday,chevrolet,urban,jul,2,thu,1996,2,0,male,married,third-party,sedan,30<=X<=39,12,400,1,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,none,none,<3,collision,legal
jun,5,thursday,toyota,urban,jul,1,tue,1996,1,0,male,married,policy-holder,sport,20<=X<=29,12,400,3,>30,>30,one,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
sep,1,sunday,toyota,urban,sep,2,fri,1996,1,0,female,married,policy-holder,sedan,20<=X<=29,6,400,3,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
nov,3,friday,mazda,urban,nov,4,tue,1996,1,0,female,married,third-party,sedan,30<=X<=39,11,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
nov,3,thursday,pontiac,urban,nov,3,mon,1996,0,1,male,single,policy-holder,sedan,20<=X<=29,5,400,2,>30,>30,one,6,31<=X<=35,no,no,external,>5,4<=X<=8,<3,all-perils,legal
dec,3,wednesday,pontiac,urban,dec,3,wed,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,1,400,4,>30,>30,none,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
dec,2,thursday,honda,urban,dec,2,mon,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,11,400,4,>30,>30,none,7,51<=X<=65,no,no,external,none,none,<3,collision,legal
nov,3,wednesday,honda,urban,nov,3,mon,1996,0,1,male,married,policy-holder,sport,20<=X<=29,12,400,2,>30,>30,none,6,31<=X<=35,no,no,internal,none,none,<3,liability,legal
nov,2,friday,toyota,urban,nov,4,tue,1996,2,0,male,married,policy-holder,sedan,20<=X<=29,6,400,3,>30,>30,one,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,all-perils,legal
nov,2,friday,toyota,urban,nov,4,mon,1996,2,0,male,married,policy-holder,sedan,20<=X<=29,8,400,2,>30,>30,one,8,41<=X<=50,yes,no,external,1<=X<=2,none,<3,collision,legal
oct,1,tuesday,mazda,urban,oct,3,wed,1996,2,1,male,married,policy-holder,sedan,20<=X<=29,11,400,3,>30,>30,none,8,51<=X<=65,no,no,external,none,none,3<=X<=4,collision,legal
sep,5,friday,saab,urban,sep,5,fri,1996,0,0,male,married,policy-holder,sedan,30<=X<=39,12,400,4,>30,>30,>4,6,31<=X<=35,no,no,external,>5,none,<3,collision,legal
sep,1,monday,mazda,rural,sep,4,thu,1996,3,0,male,married,third-party,sedan,30<=X<=39,9,400,1,>30,>30,one,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
jun,1,thursday,toyota,urban,jun,2,thu,1996,1,0,male,married,policy-holder,sedan,<20,7,400,3,>30,>30,none,8,36<=X<=40,no,no,external,1<=X<=2,none,<3,all-perils,fraud
jul,4,wednesday,pontiac,urban,aug,1,wed,1996,2,0,male,single,policy-holder,sedan,20<=X<=29,2,400,1,>30,>30,one,5,26<=X<=30,yes,no,external,1<=X<=2,none,<3,collision,legal
jul,4,sunday,toyota,urban,jul,4,wed,1996,0,0,female,married,policy-holder,sport,20<=X<=29,12,400,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
jul,4,monday,toyota,urban,jul,4,tue,1996,0,0,male,married,third-party,sport,20<=X<=29,9,400,3,>30,>30,one,8,51<=X<=65,no,no,external,3<=X<=5,none,<3,liability,legal
jul,3,thursday,mazda,urban,aug,1,fri,1996,3,0,male,married,policy-holder,sport,>69,6,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,liability,legal
jul,2,tuesday,mazda,urban,jul,2,tue,1996,0,0,male,single,policy-holder,sport,20<=X<=29,7,400,1,>30,>30,one,5,26<=X<=30,no,no,external,none,none,<3,liability,legal
jun,4,monday,honda,urban,jul,4,wed,1996,5,0,male,married,policy-holder,sedan,20<=X<=29,14,400,1,>30,>30,one,7,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
jun,3,saturday,mazda,urban,jun,4,wed,1996,1,0,male,married,policy-holder,sport,20<=X<=29,6,700,3,>30,>30,one,8,>65,no,no,external,none,none,<3,liability,legal
may,5,sunday,pontiac,rural,may,5,mon,1996,0,1,female,married,policy-holder,sedan,20<=X<=29,5,400,2,>30,>30,none,5,31<=X<=35,no,no,external,none,none,<3,collision,legal
may,2,friday,toyota,rural,may,3,wed,1996,1,0,male,single,policy-holder,sedan,<20,7,400,2,>30,>30,none,5,26<=X<=30,no,no,external,none,none,<3,all-perils,legal
may,2,friday,pontiac,rural,jun,2,mon,1996,5,0,male,single,policy-holder,sport,20<=X<=29,6,400,3,>30,>30,>4,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
mar,5,friday,honda,rural,may,1,tue,1996,6,0,male,married,policy-holder,sedan,20<=X<=29,7,400,2,>30,>30,none,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
mar,4,friday,pontiac,urban,mar,4,mon,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,11,400,2,>30,>30,none,7,36<=X<=40,no,no,external,>5,4<=X<=8,<3,collision,legal
oct,4,saturday,honda,rural,oct,4,wed,1996,0,0,male,single,policy-holder,sedan,20<=X<=29,6,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
oct,3,sunday,pontiac,urban,nov,3,thu,1996,5,1,male,married,policy-holder,sedan,30<=X<=39,5,400,3,>30,>30,one,8,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
oct,3,saturday,toyota,urban,oct,4,mon,1996,1,0,male,married,third-party,sedan,20<=X<=29,13,400,1,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,1<=X<=2,none,<3,collision,legal
sep,2,saturday,toyota,urban,sep,2,tue,1996,0,0,female,single,policy-holder,sport,20<=X<=29,9,400,2,>30,>30,>4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
sep,1,thursday,pontiac,urban,sep,1,thu,1996,0,1,male,married,policy-holder,sport,20<=X<=29,2,400,3,>30,>30,none,7,41<=X<=50,no,no,external,>5,none,<3,liability,legal
aug,2,saturday,honda,urban,aug,3,wed,1996,1,0,female,divorced,policy-holder,sport,>69,7,400,2,>30,>30,one,6,41<=X<=50,no,no,external,3<=X<=5,none,<3,collision,legal
jun,1,thursday,mazda,urban,jun,1,fri,1996,0,0,female,single,third-party,sedan,20<=X<=29,15,400,2,>30,>30,one,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
jul,2,tuesday,toyota,urban,jul,2,tue,1996,0,0,male,married,policy-holder,sport,30<=X<=39,14,400,1,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
jun,2,thursday,pontiac,rural,jun,3,tue,1996,1,0,male,married,policy-holder,sedan,20<=X<=29,5,400,2,>30,>30,one,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
may,3,monday,pontiac,urban,may,3,mon,1996,0,0,female,single,policy-holder,sport,20<=X<=29,2,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
may,2,sunday,chevrolet,urban,may,2,mon,1996,0,0,male,married,policy-holder,sport,30<=X<=39,6,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
may,1,monday,toyota,urban,may,1,wed,1996,0,0,female,married,third-party,sport,20<=X<=29,16,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
may,1,monday,pontiac,urban,may,2,tue,1996,1,0,male,married,policy-holder,sedan,20<=X<=29,5,400,1,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
apr,5,friday,honda,urban,may,1,tue,1996,1,0,male,married,policy-holder,sport,>69,7,400,3,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
apr,4,sunday,mazda,urban,may,1,fri,1996,2,0,male,single,policy-holder,sedan,20<=X<=29,15,500,3,>30,>30,none,6,31<=X<=35,no,no,external,none,2<=X<=3,<3,collision,legal
apr,3,tuesday,pontiac,rural,apr,3,wed,1996,0,0,male,single,policy-holder,sedan,30<=X<=39,11,400,1,>30,>30,one,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
apr,3,tuesday,mazda,urban,apr,5,thu,1996,2,0,male,single,third-party,sport,20<=X<=29,15,400,4,>30,>30,one,8,51<=X<=65,no,no,external,3<=X<=5,none,<3,liability,legal
apr,3,friday,toyota,urban,may,1,wed,1996,3,0,male,single,policy-holder,sport,20<=X<=29,14,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
apr,3,thursday,honda,rural,apr,3,wed,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,12,400,4,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
apr,1,wednesday,toyota,urban,apr,2,thu,1996,1,0,male,married,policy-holder,sedan,<20,8,400,1,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
mar,3,thursday,honda,urban,mar,3,thu,1996,0,0,male,single,policy-holder,sport,>69,11,400,3,>30,>30,2<=X<=4,4-Jan,16<=X<=17,no,no,external,none,4<=X<=8,<3,liability,legal
mar,3,friday,toyota,urban,mar,4,mon,1996,1,0,male,married,policy-holder,sport,20<=X<=29,2,400,2,>30,>30,none,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,liability,legal
feb,1,thursday,honda,urban,feb,1,fri,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,5,400,2,>30,>30,>4,8,51<=X<=65,no,no,external,>5,none,<3,collision,legal
feb,1,wednesday,mazda,urban,feb,1,fri,1996,0,0,male,married,policy-holder,sport,>69,13,400,4,>30,>30,one,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,liability,legal
jan,4,tuesday,pontiac,urban,jan,5,mon,1996,1,0,male,single,policy-holder,sport,30<=X<=39,11,400,1,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
nov,2,saturday,honda,urban,nov,3,mon,1996,1,1,male,single,policy-holder,sport,20<=X<=29,14,400,4,>30,>30,>4,5,26<=X<=30,no,no,external,3<=X<=5,none,3<=X<=4,liability,legal
sep,1,wednesday,toyota,urban,sep,2,thu,1996,1,0,male,married,third-party,sedan,30<=X<=39,14,400,2,>30,>30,none,7,51<=X<=65,no,no,external,1<=X<=2,none,<3,collision,legal
jul,3,monday,toyota,urban,jul,4,fri,1996,1,0,male,single,third-party,sport,30<=X<=39,7,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
sep,4,friday,toyota,urban,sep,4,mon,1996,0,0,male,married,policy-holder,sedan,<20,9,400,3,>30,>30,none,8,51<=X<=65,no,no,external,none,none,<3,all-perils,legal
oct,3,saturday,honda,urban,oct,3,tue,1996,0,1,female,single,policy-holder,sedan,20<=X<=29,3,400,3,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,>5,none,<3,collision,legal
jul,5,monday,honda,urban,aug,1,thu,1996,1,0,male,married,policy-holder,sport,30<=X<=39,10,400,3,>30,>30,>4,8,41<=X<=50,no,no,external,>5,none,<3,liability,legal
may,3,monday,honda,urban,may,3,mon,1996,0,0,male,married,policy-holder,sedan,>69,2,400,2,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,legal
apr,2,tuesday,chevrolet,urban,may,4,sat,1996,7,0,male,married,policy-holder,sport,20<=X<=29,10,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
mar,4,tuesday,toyota,urban,mar,4,tue,1996,0,0,male,single,third-party,sedan,20<=X<=29,7,400,4,>30,>30,none,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
mar,3,sunday,toyota,urban,mar,3,mon,1996,0,0,male,married,policy-holder,sedan,40<=X<=59,1,400,3,>30,>30,one,8,41<=X<=50,no,no,external,>5,none,<3,collision,legal
oct,3,wednesday,vW,rural,oct,4,tue,1996,1,0,male,married,third-party,sedan,60<=X<=69,10,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
aug,4,tuesday,honda,urban,aug,4,tue,1996,0,0,male,married,policy-holder,sedan,30<=X<=39,7,400,4,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,none,none,<3,collision,legal
aug,3,tuesday,toyota,rural,aug,3,wed,1996,0,0,male,married,third-party,sedan,>69,6,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
jun,1,friday,pontiac,urban,jun,1,mon,1996,0,0,male,single,policy-holder,sedan,20<=X<=29,3,400,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,collision,fraud
jun,1,saturday,chevrolet,urban,jun,2,fri,1996,1,0,female,married,policy-holder,sedan,20<=X<=29,10,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,all-perils,fraud
jun,3,friday,toyota,urban,jul,1,fri,1996,3,0,male,married,policy-holder,sedan,30<=X<=39,6,400,2,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,1<=X<=2,none,<3,all-perils,legal
jan,1,sunday,chevrolet,rural,jan,2,mon,1996,1,0,male,married,policy-holder,sedan,30<=X<=39,2,400,4,>30,>30,none,6,36<=X<=40,no,no,external,none,4<=X<=8,<3,collision,legal
nov,4,tuesday,pontiac,urban,nov,4,tue,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,6,400,3,>30,>30,none,8,51<=X<=65,no,no,external,>5,none,<3,collision,legal
oct,3,tuesday,accura,urban,oct,3,tue,1996,0,1,male,married,policy-holder,sedan,30<=X<=39,15,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jan,2,tuesday,toyota,urban,jan,3,thu,1996,1,1,male,married,third-party,sedan,20<=X<=29,9,400,1,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
aug,1,saturday,toyota,urban,aug,4,thu,1996,3,0,male,married,third-party,sedan,20<=X<=29,14,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,collision,legal
aug,2,sunday,pontiac,rural,aug,2,mon,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,3,400,3,>30,>30,one,8,41<=X<=50,no,no,external,>5,none,<3,collision,legal
nov,3,tuesday,honda,urban,nov,3,wed,1996,0,1,male,married,policy-holder,sedan,30<=X<=39,9,400,4,>30,>30,>4,8,51<=X<=65,no,no,external,1<=X<=2,none,<3,collision,legal
oct,1,thursday,pontiac,urban,oct,2,mon,1996,1,0,male,married,third-party,sedan,20<=X<=29,9,400,3,>30,>30,none,7,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
aug,1,tuesday,honda,urban,aug,1,wed,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,13,400,4,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,legal
feb,3,friday,ford,urban,feb,4,thu,1996,1,1,male,single,third-party,sedan,>69,11,400,2,>30,>30,>4,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
feb,4,wednesday,honda,urban,feb,4,thu,1996,0,1,male,married,policy-holder,sedan,40<=X<=59,7,400,2,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
mar,4,sunday,mazda,rural,apr,1,fri,1996,2,1,male,married,policy-holder,sedan,20<=X<=29,10,400,3,>30,>30,>4,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
jun,1,saturday,toyota,urban,jun,3,wed,1996,2,0,female,married,third-party,sedan,<20,2,400,4,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
jun,1,saturday,toyota,urban,jun,1,tue,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,11,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,collision,fraud
aug,2,thursday,mazda,urban,aug,3,tue,1996,1,0,male,single,third-party,sedan,20<=X<=29,4,400,4,>30,>30,>4,6,31<=X<=35,no,no,external,>5,one,<3,all-perils,legal
oct,2,sunday,toyota,urban,mar,3,wed,1996,26,0,male,married,policy-holder,sport,40<=X<=59,5,700,3,>30,>30,>4,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
oct,2,monday,toyota,urban,oct,3,wed,1996,1,1,male,single,policy-holder,sport,20<=X<=29,11,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
nov,3,friday,toyota,urban,nov,4,mon,1996,1,0,male,single,policy-holder,sport,30<=X<=39,5,400,2,>30,>30,none,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
nov,3,sunday,pontiac,urban,dec,2,wed,1996,4,0,male,married,third-party,sedan,<20,3,400,3,>30,>30,none,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
feb,4,monday,toyota,urban,mar,3,fri,1996,4,0,male,married,policy-holder,sport,30<=X<=39,13,400,2,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,none,none,<3,liability,legal
jun,1,saturday,pontiac,urban,jun,3,wed,1996,2,0,female,married,policy-holder,sedan,20<=X<=29,8,400,3,>30,>30,one,7,41<=X<=50,no,no,external,none,none,<3,all-perils,fraud
jun,1,saturday,pontiac,urban,jun,4,fri,1996,3,0,male,married,policy-holder,sedan,30<=X<=39,2,400,2,>30,>30,one,8,41<=X<=50,no,no,internal,3<=X<=5,none,<3,collision,fraud
apr,3,wednesday,toyota,urban,may,4,tue,1996,6,0,male,married,policy-holder,sport,20<=X<=29,1,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,liability,legal
aug,2,wednesday,vW,rural,aug,2,thu,1996,0,0,male,single,policy-holder,sport,30<=X<=39,3,400,1,>30,>30,>4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,liability,legal
sep,5,thursday,mazda,urban,oct,1,sun,1996,1,0,female,single,policy-holder,sport,20<=X<=29,14,500,4,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,3<=X<=5,2<=X<=3,<3,liability,legal
nov,4,monday,pontiac,urban,nov,4,mon,1996,0,0,female,single,policy-holder,sport,20<=X<=29,8,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,none,3<=X<=4,liability,legal
nov,4,monday,pontiac,urban,nov,4,mon,1996,0,0,male,single,policy-holder,sport,20<=X<=29,1,400,2,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,3<=X<=5,none,<3,liability,legal
nov,5,tuesday,mazda,urban,nov,5,wed,1996,0,1,female,single,policy-holder,sport,30<=X<=39,11,400,3,>30,>30,one,5,31<=X<=35,no,no,external,none,none,<3,liability,legal
nov,4,saturday,toyota,urban,dec,1,fri,1996,2,0,male,married,policy-holder,sedan,20<=X<=29,1,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
nov,4,wednesday,chevrolet,urban,dec,1,tue,1996,2,0,male,married,third-party,sedan,>69,14,400,3,>30,>30,2<=X<=4,6,36<=X<=40,yes,no,external,3<=X<=5,none,<3,all-perils,legal
nov,3,monday,mazda,urban,nov,3,mon,1996,0,1,female,married,policy-holder,sport,30<=X<=39,3,400,3,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
oct,3,tuesday,pontiac,urban,oct,3,tue,1996,0,1,male,single,policy-holder,sedan,30<=X<=39,6,400,3,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
sep,1,friday,saab,urban,sep,1,fri,1996,0,1,male,married,policy-holder,sedan,30<=X<=39,2,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,collision,legal
aug,2,tuesday,mazda,urban,aug,3,fri,1996,1,0,male,married,third-party,sedan,20<=X<=29,5,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,collision,legal
aug,2,monday,pontiac,urban,aug,2,tue,1996,0,0,male,married,policy-holder,sport,20<=X<=29,8,400,4,>30,>30,>4,6,36<=X<=40,no,no,external,none,none,<3,liability,legal
mar,4,wednesday,pontiac,urban,mar,4,wed,1996,0,0,male,single,policy-holder,sedan,>69,10,400,1,>30,>30,one,5,26<=X<=30,no,no,external,3<=X<=5,none,<3,collision,legal
